customer_id,arrival_time,service_time,drink,amount,quantity,payment_method,age,id_bartender,type_bartender,interarrival_seconds,arrival_seconds
79,2025-09-23 05:34:48.791299,224.13375890712626,Cerveza,300.0,1,tarjeta,61,T001,coctel,81.39898089238271,5123.058121768197
80,2025-09-23 05:36:10.190280,371.97321624584976,Cosmopolitan,1200.0,1,qr,26,T002,coctel,58.07994386988124,5204.45710266058
81,2025-09-23 05:37:08.270224,405.7391759440825,Daiquiri,1200.0,1,mercado_pago,18,T003,coctel,32.87702228807295,5262.537046530461
82,2025-09-23 05:37:41.147246,390.361164570965,Manhattan,1200.0,1,qr,44,T001,coctel,123.93155582536558,5295.414068818534
83,2025-09-23 05:39:45.078802,144.80238680453766,Cerveza,300.0,1,tarjeta,29,C001,cerveza,125.99811570447957,5419.3456246439
84,2025-09-23 05:41:51.076917,178.81722436164875,Cerveza,300.0,1,qr,56,T003,coctel,46.06299860878876,5545.3437403483795
85,2025-09-23 05:42:37.139916,325.39351496658975,Gimlet,1200.0,1,qr,42,T002,coctel,82.53781759169684,5591.406738957168
86,2025-09-23 05:43:59.677734,148.4469664038387,Cerveza,300.0,1,mercado_pago,28,C002,cerveza,65.69977554207145,5673.944556548865
87,2025-09-23 05:45:05.377509,188.90519244432377,Cerveza,300.0,1,mercado_pago,43,C002,cerveza,81.25771601846883,5739.644332090937
88,2025-09-23 05:46:26.635225,157.99334640389424,Cerveza,300.0,1,efectivo,26,C001,cerveza,108.13086069255846,5820.902048109406
89,2025-09-23 05:48:14.766086,185.00923910969934,Cerveza,300.0,1,mercado_pago,22,T002,coctel,82.8074418133646,5929.032908801964
90,2025-09-23 05:49:37.573528,191.66471319300533,Cerveza,300.0,1,tarjeta,54,C002,cerveza,53.50821378254827,6011.840350615329
91,2025-09-23 05:50:31.081741,189.16619557100162,Cerveza,300.0,1,tarjeta,50,T003,coctel,23.859774071344848,6065.348564397877
92,2025-09-23 05:50:54.941515,205.9847540774957,Cerveza,300.0,1,tarjeta,38,T001,coctel,48.97847310401345,6089.208338469222
93,2025-09-23 05:51:43.919989,214.2733841680522,Cerveza,300.0,1,qr,33,C005,cerveza,96.32738172793191,6138.186811573236
94,2025-09-23 05:53:20.247370,153.1180735141858,Cerveza,300.0,1,efectivo,37,T001,coctel,62.02083478808939,6234.514193301168
95,2025-09-23 05:54:22.268205,162.9067157259899,Cerveza,300.0,1,efectivo,60,T002,coctel,52.12226584413089,6296.535028089258
96,2025-09-23 05:55:14.390471,204.05091415690376,Cerveza,300.0,1,tarjeta,18,T002,coctel,60.29086095250173,6348.657293933389
97,2025-09-23 05:56:14.681332,352.9137572106753,Caipirinha,1200.0,1,efectivo,55,T001,coctel,51.42971449611445,6408.948154885891
98,2025-09-23 05:57:06.111046,183.5659441188654,Cerveza,300.0,1,efectivo,31,T001,coctel,71.88946743577941,6460.377869382006
99,2025-09-23 05:58:18.000514,189.40648889856075,Cerveza,300.0,1,tarjeta,21,C001,cerveza,32.99399801490789,6532.267336817786
100,2025-09-23 05:58:50.994512,182.6910127171998,Cerveza,838.9,1,efectivo,25,T002,coctel,114.60552216742667,6565.261334832693
101,2025-09-23 06:00:45.600034,195.74550526733398,Cerveza,300.0,1,tarjeta,56,T001,coctel,43.660925590885874,6679.86685700012
102,2025-09-23 06:01:29.260960,173.288430502826,Cerveza,300.0,1,qr,18,T003,coctel,39.885066187002955,6723.527782591006
103,2025-09-23 06:02:09.146026,205.1834703962278,Cerveza,300.0,1,efectivo,25,T003,coctel,61.28344131440856,6763.412848778009
104,2025-09-23 06:03:10.429467,419.3900212751719,Martini,1200.0,1,mercado_pago,45,T003,coctel,25.055514628857726,6824.696290092417
105,2025-09-23 06:03:35.484982,410.0750531961393,Mojito,1200.0,1,efectivo,23,T002,coctel,94.87289052955465,6849.751804721275
106,2025-09-23 06:05:10.357872,189.76301936886438,Cerveza,300.0,1,efectivo,26,C004,cerveza,83.64884124058743,6944.62469525083
107,2025-09-23 06:06:34.006713,217.50317975409246,Cerveza,300.0,1,tarjeta,39,T003,coctel,66.42865760682082,7028.273536491417
108,2025-09-23 06:07:40.435371,158.39251209155705,Cerveza,300.0,1,qr,27,C001,cerveza,23.067808049044615,7094.702194098238
109,2025-09-23 06:08:03.503179,158.89645223920124,Cerveza,300.0,1,qr,31,C002,cerveza,99.84886116644404,7117.770002147282
110,2025-09-23 06:09:43.352040,175.81739048923745,Cerveza,300.0,1,efectivo,26,T003,coctel,81.60832112807599,7217.618863313726
111,2025-09-23 06:11:04.960361,150.77374039640986,Cerveza,300.0,1,mercado_pago,43,C004,cerveza,57.01363553852696,7299.227184441802
112,2025-09-23 06:12:01.973997,153.10674364904824,Cerveza,300.0,1,qr,48,C001,cerveza,48.82821593418609,7356.2408199803285
113,2025-09-23 06:12:50.802213,167.90431219682563,Cerveza,300.0,1,tarjeta,47,C001,cerveza,58.93646234324204,7405.069035914515
114,2025-09-23 06:13:49.738675,163.4123230211333,Cerveza,300.0,1,efectivo,21,T003,coctel,120.47117727183515,7464.005498257757
115,2025-09-23 06:15:50.209853,217.89894754375416,Cerveza,300.0,1,tarjeta,40,C003,cerveza,75.13952684327211,7584.476675529592
116,2025-09-23 06:17:05.349379,160.2388907246319,Cerveza,300.0,1,efectivo,48,C001,cerveza,74.04786104007313,7659.616202372865
117,2025-09-23 06:18:19.397240,182.93901847614185,Cerveza,300.0,1,efectivo,58,C002,cerveza,88.03031432210543,7733.664063412938
118,2025-09-23 06:19:47.427555,168.28751868951056,Cerveza,300.0,1,mercado_pago,33,T001,coctel,28.8397171634253,7821.694377735043
119,2025-09-23 06:20:16.267272,156.88305902695546,Cerveza,300.0,1,efectivo,27,C004,cerveza,51.82736382224023,7850.5340948984685
120,2025-09-23 06:21:08.094636,184.03746002484257,Cerveza,300.0,1,tarjeta,61,T003,coctel,47.164261452211335,7902.3614587207085
121,2025-09-23 06:21:55.258897,199.826947823362,Cerveza,300.0,1,qr,30,C005,cerveza,64.9621340343545,7949.52572017292
122,2025-09-23 06:23:00.221031,204.59379292035948,Cerveza,300.0,1,efectivo,31,T002,coctel,49.016250465557405,8014.487854207275
123,2025-09-23 06:23:49.237282,173.67556901151673,Cerveza,300.0,1,mercado_pago,26,T003,coctel,53.09042633377951,8063.504104672832
124,2025-09-23 06:24:42.327708,203.31991121474073,Cerveza,300.0,1,qr,55,C005,cerveza,22.6434712807087,8116.594531006612
125,2025-09-23 06:25:04.971179,188.81053110761218,Cerveza,300.0,1,efectivo,41,T002,coctel,21.166493287510026,8139.23800228732
126,2025-09-23 06:25:26.137673,174.14867075543978,Cerveza,300.0,1,tarjeta,60,T001,coctel,94.82491260169644,8160.40449557483
127,2025-09-23 06:27:00.962585,196.40377779009776,Cerveza,300.0,1,efectivo,44,T003,coctel,47.80743358927503,8255.229408176527
128,2025-09-23 06:27:48.770019,167.37304848750028,Cerveza,300.0,1,efectivo,22,T003,coctel,46.703451032880395,8303.036841765801
129,2025-09-23 06:28:35.473470,207.41558523508894,Cerveza,300.0,1,tarjeta,62,T001,coctel,87.43946003163676,8349.740292798682
130,2025-09-23 06:30:02.912930,153.7947478872552,Cerveza,300.0,1,mercado_pago,48,T003,coctel,99.54148499846235,8437.17975283032
131,2025-09-23 06:31:42.454415,397.5396436226789,Negroni,1200.0,1,mercado_pago,42,T001,coctel,100.91182101869484,8536.721237828782
132,2025-09-23 06:33:23.366236,435.60725070813186,Margarita,1200.0,1,qr,51,T003,coctel,66.23568870054459,8637.633058847478
133,2025-09-23 06:34:29.601925,156.30814976402283,Cerveza,300.0,1,tarjeta,22,C001,cerveza,47.98699114340999,8703.868747548022
134,2025-09-23 06:35:17.588916,133.0219541902179,Cerveza,300.0,1,efectivo,19,T002,coctel,61.57270155576022,8751.855738691433
135,2025-09-23 06:36:19.161617,184.84142161472295,Cerveza,300.0,1,tarjeta,62,T002,coctel,57.172227071131566,8813.428440247193
136,2025-09-23 06:37:16.333844,162.01815545774332,Cerveza,300.0,1,tarjeta,19,C003,cerveza,105.89922224386181,8870.600667318324
137,2025-09-23 06:39:02.233067,165.71501921681838,Cerveza,300.0,1,qr,19,T003,coctel,61.68187166962765,8976.499889562185
138,2025-09-23 06:40:03.914938,404.99431086455365,Old Fashioned,1200.0,1,qr,56,T002,coctel,75.53622697412368,9038.181761231812
139,2025-09-23 06:41:19.451165,411.20916766411216,Cosmopolitan,1200.0,1,tarjeta,51,T003,coctel,48.88449147407077,9113.717988205935
140,2025-09-23 06:42:08.335657,187.77395450070975,Cerveza,300.0,1,efectivo,50,T002,coctel,104.84207399336006,9162.602479680007
141,2025-09-23 06:43:53.177731,207.45673500644918,Cerveza,300.0,1,mercado_pago,29,C001,cerveza,65.22036313569649,9267.444553673367
142,2025-09-23 06:44:58.398094,177.82147562386248,Cerveza,300.0,1,efectivo,37,C004,cerveza,80.21562677269833,9332.664916809064
143,2025-09-23 06:46:18.613721,403.883328964913,Daiquiri,1200.0,1,mercado_pago,55,T001,coctel,136.0124045984209,9412.880543581763
144,2025-09-23 06:48:34.626125,149.14119266625727,Cerveza,300.0,1,efectivo,20,T001,coctel,43.98919125524995,9548.892948180184
145,2025-09-23 06:49:18.615316,211.62675424976942,Cerveza,300.0,1,efectivo,44,T003,coctel,43.55342880935739,9592.882139435435
146,2025-09-23 06:50:02.168745,396.298799185543,Manhattan,1200.0,1,efectivo,39,T002,coctel,85.11864737855589,9636.435568244791
147,2025-09-23 06:51:27.287393,157.7221411566215,Cerveza,300.0,1,qr,38,T001,coctel,58.978696554822754,9721.554215623348
148,2025-09-23 06:52:26.266089,183.77320144327433,Cerveza,300.0,1,tarjeta,62,C002,cerveza,26.336261859805234,9780.53291217817
149,2025-09-23 06:52:52.602351,190.45281119186947,Cerveza,300.0,1,efectivo,48,T001,coctel,59.050512087426455,9806.869174037976
150,2025-09-23 06:53:51.652863,201.3368350205599,Cerveza,300.0,1,qr,25,C005,cerveza,77.4473002797107,9865.919686125402
151,2025-09-23 06:55:09.100163,181.71245318821968,Cerveza,300.0,1,efectivo,22,C005,cerveza,98.6001843223847,9943.366986405113
152,2025-09-23 06:56:47.700348,202.0204815291333,Cerveza,300.0,1,mercado_pago,19,C003,cerveza,58.64237765686033,10041.967170727497
153,2025-09-23 06:57:46.342725,373.7660904822448,Gimlet,1200.0,1,efectivo,32,T003,coctel,27.735687813816075,10100.609548384358
154,2025-09-23 06:58:14.078413,394.8764004969972,Caipirinha,1200.0,1,tarjeta,37,T001,coctel,20.71671495582201,10128.345236198174
155,2025-09-23 06:58:34.795128,194.39624329262296,Cerveza,300.0,1,mercado_pago,62,T002,coctel,79.45876401776525,10149.061951153997
156,2025-09-23 06:59:54.253892,187.10684853909174,Cerveza,300.0,1,efectivo,51,T001,coctel,68.62866874039216,10228.520715171762
157,2025-09-23 07:01:02.882561,178.61124999251894,Cerveza,300.0,1,tarjeta,22,C004,cerveza,45.684958048098906,10297.149383912154
158,2025-09-23 07:01:48.567519,394.1259127504012,Martini,1200.0,1,qr,22,T002,coctel,36.342548231770536,10342.834341960253
159,2025-09-23 07:02:24.910067,185.3466234390169,Cerveza,300.0,1,efectivo,26,T002,coctel,113.38135173881524,10379.176890192024
160,2025-09-23 07:04:18.291419,368.05073043910767,Mojito,1200.0,1,efectivo,64,T003,coctel,61.28964824712273,10492.55824193084
161,2025-09-23 07:05:19.581067,361.1803572196362,Negroni,1200.0,1,efectivo,59,T001,coctel,86.38185563143429,10553.847890177962
162,2025-09-23 07:06:45.962923,163.68466235798164,Cerveza,300.0,1,qr,27,C002,cerveza,65.80286264546527,10640.229745809396
163,2025-09-23 07:07:51.765785,163.77480231573554,Cerveza,300.0,1,efectivo,51,T001,coctel,23.22493923055866,10706.032608454861
164,2025-09-23 07:08:14.990725,187.74421090142496,Cerveza,300.0,1,tarjeta,52,T002,coctel,112.21475922343316,10729.25754768542
165,2025-09-23 07:10:07.205484,221.39064978149628,Cerveza,300.0,1,mercado_pago,52,T001,coctel,32.83401976658771,10841.472306908852
166,2025-09-23 07:10:40.039504,146.9474444903086,Cerveza,300.0,1,tarjeta,64,T002,coctel,20.813604270267287,10874.30632667544
167,2025-09-23 07:11:00.853108,181.49299923933125,Cerveza,300.0,1,efectivo,46,C001,cerveza,27.701244035250795,10895.119930945708
168,2025-09-23 07:11:28.554352,194.5951275683876,Cerveza,300.0,1,mercado_pago,29,C004,cerveza,26.001877429509122,10922.821174980958
169,2025-09-23 07:11:54.556229,163.86946909077253,Cerveza,300.0,1,tarjeta,24,T001,coctel,89.47308817566523,10948.823052410467
170,2025-09-23 07:13:24.029318,172.93822012656656,Cerveza,300.0,1,efectivo,36,C003,cerveza,52.16778700522795,11038.296140586133
171,2025-09-23 07:14:16.197105,371.6470155111757,Margarita,1200.0,1,qr,23,T003,coctel,64.07629770930467,11090.463927591361
172,2025-09-23 07:15:20.273402,197.76045674271305,Cerveza,300.0,1,mercado_pago,23,T002,coctel,93.38281049661936,11154.540225300667
173,2025-09-23 07:16:53.656213,150.11620860409298,Cerveza,300.0,1,efectivo,53,T001,coctel,97.1412357612024,11247.923035797287
174,2025-09-23 07:18:30.797449,192.27304956893408,Cerveza,300.0,1,efectivo,23,T002,coctel,61.96873312018525,11345.064271558489
175,2025-09-23 07:19:32.766182,192.41899888794453,Cerveza,300.0,1,tarjeta,59,C005,cerveza,57.86481201877536,11407.033004678675
176,2025-09-23 07:20:30.630994,182.94925724627964,Cerveza,300.0,1,tarjeta,30,T001,coctel,39.73578285102771,11464.89781669745
177,2025-09-23 07:21:10.366777,200.72572440960803,Cerveza,300.0,1,mercado_pago,34,C002,cerveza,116.90191063009277,11504.633599548479
178,2025-09-23 07:23:07.268687,192.1562229546709,Cerveza,300.0,1,tarjeta,26,C005,cerveza,34.989214151901564,11621.535510178572
179,2025-09-23 07:23:42.257901,179.338974674503,Cerveza,300.0,1,mercado_pago,18,T002,coctel,131.4717912171394,11656.524724330473
180,2025-09-23 07:25:53.729693,183.75391032583602,Cerveza,300.0,1,qr,39,T003,coctel,31.64826409010211,11787.996515547613
181,2025-09-23 07:26:25.377957,378.07522135543906,Old Fashioned,1200.0,1,mercado_pago,44,T002,coctel,53.002099952102185,11819.644779637714
182,2025-09-23 07:27:18.380057,150.76023033220548,Cerveza,300.0,1,mercado_pago,45,C003,cerveza,33.64039139854927,11872.646879589816
183,2025-09-23 07:27:52.020448,157.41654963652272,Cerveza,300.0,1,tarjeta,40,T001,coctel,120.26127931891833,11906.287270988365
184,2025-09-23 07:29:52.281727,200.7840444679141,Cerveza,300.0,1,mercado_pago,25,T002,coctel,84.4369227435582,12026.548550307283
185,2025-09-23 07:31:16.718650,185.92589505341488,Cerveza,300.0,1,mercado_pago,36,T003,coctel,97.2509593122218,12110.985473050841
186,2025-09-23 07:32:53.969609,196.88648814945628,Cerveza,300.0,1,qr,33,C002,cerveza,75.26680685034356,12208.236432363063
187,2025-09-23 07:34:09.236416,426.2343161192839,Cosmopolitan,1200.0,1,mercado_pago,22,T001,coctel,148.83988444306806,12283.503239213407
188,2025-09-23 07:36:38.076301,205.1283647834527,Cerveza,300.0,1,qr,63,T002,coctel,81.772100665889,12432.343123656476
189,2025-09-23 07:37:59.848401,167.0757972302963,Cerveza,300.0,1,qr,28,T001,coctel,71.25411512353405,12514.115224322364
190,2025-09-23 07:39:11.102516,398.2021797752753,Daiquiri,1200.0,1,efectivo,37,T003,coctel,57.369437342753756,12585.369339445899
191,2025-09-23 07:40:08.471954,158.83630239180815,Cerveza,300.0,1,mercado_pago,24,C004,cerveza,89.90952701795334,12642.738776788652
192,2025-09-23 07:41:38.381481,397.42866227084994,Manhattan,1200.0,1,tarjeta,30,T002,coctel,94.67836162664679,12732.648303806605
193,2025-09-23 07:43:13.059842,207.74079382422744,Cerveza,300.0,1,qr,48,T001,coctel,71.25626815869298,12827.326665433253
194,2025-09-23 07:44:24.316111,154.13242647594987,Cerveza,300.0,1,efectivo,56,T003,coctel,57.733839877195614,12898.582933591946
195,2025-09-23 07:45:22.049950,195.23001814701033,Cerveza,300.0,1,efectivo,46,T002,coctel,70.47382327120798,12956.316773469141
196,2025-09-23 07:46:32.523774,179.6864285431205,Cerveza,300.0,1,mercado_pago,35,T003,coctel,60.52654183955942,13026.79059674035
197,2025-09-23 07:47:33.050316,158.08273987621467,Cerveza,300.0,1,tarjeta,60,T002,coctel,148.85253974695087,13087.317138579909
198,2025-09-23 07:50:01.902855,174.48456113263538,Cerveza,300.0,1,efectivo,29,C002,cerveza,50.75010459875105,13236.16967832686
199,2025-09-23 07:50:52.652960,175.64025007806111,Cerveza,300.0,1,qr,35,T003,coctel,80.24790958333695,13286.919782925612
200,2025-09-23 07:52:12.900870,170.0619486008573,Cerveza,811.51,1,mercado_pago,21,T002,coctel,48.62967428166884,13367.167692508949
201,2025-09-23 07:53:01.530544,180.55076091413406,Cerveza,300.0,1,mercado_pago,65,T003,coctel,35.79326803498574,13415.797366790617
